method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
ILP,qutrit,3,2,0,2,,2,0.628756593,0.019067979,5
ILP,qutrit,3,2,0,2,,3,0.642599292,0.020897524,5
ILP,qutrit,3,2,0,2,,4,0.665576884,0.022089619,3
ILP,qutrit,3,2,0,2,,5,0.683128514,0.020872715,3
ILP,qutrit,3,2,0,2,,6,0.714356645,0.023160333,3
ILP,qutrit,3,2,0,2,,7,0.739580012,0.023729767,3
ILP,qutrit,3,2,0,2,,8,0.768467562,0.023090385,3
ILP,qutrit,3,2,0,2,,9,0.781947681,0.025134382,3
ILP,qutrit,3,2,0,2,,10,0.814826945,0.025314966,3
ILP,qutrit,3,2,0,2,,11,0.835485083,0.025461778,3
ILP,qutrit,3,2,0,2,,12,0.85749174,0.026236374,3
ILP,qutrit,3,2,0,2,,13,0.889496802,0.0261629,3
ILP,qutrit,3,2,0,2,,14,0.905050292,0.027299081,2
ILP,qutrit,3,2,0,2,,15,0.915115949,0.024658883,2
ILP,qutrit,3,2,0,2,,16,0.925189875,0.025459577,2
ILP,qutrit,3,2,0,2,,17,0.935276953,0.02532572,2
ILP,qutrit,3,2,0,2,,18,0.945358919,0.025059073,2
ILP,qutrit,3,2,0,2,,19,0.953757984,0.025625743,2
ILP,qutrit,3,2,0,2,,20,0.965403871,0.025693752,2
ILP,qutrit,3,2,0,2,,21,0.97544059,0.028229355,2
ILP,qutrit,3,2,0,2,,22,0.98544059,0.028229353,2
ILP,qutrit,3,2,0,2,,23,0.990549385,0.027356702,2
ILP,qutrit,3,2,0,2,,24,0.993556479,0.024089178,2
ILP,qutrit,3,2,0,2,,25,0.995589918,0.023675597,2
ILP,qutrit,3,2,0,2,,26,0.997563733,0.023163697,2
ILP,qutrit,3,2,0,2,,27,0.999566631,0.024508341,2
ILP,qutrit,3,2,0,2,,28,0.999757089,0.023687458,2
ILP,qutrit,3,2,0,2,,29,0.999857394,0.024572961,2
ILP,hybrid,,,1,1,1q⊗1t,1,0.676648423,0.032254473,5
ILP,hybrid,,,1,1,1q⊗1t,2,0.739172953,0.031760417,4
ILP,hybrid,,,1,1,1q⊗1t,3,0.768011332,0.023778225,4
ILP,hybrid,,,1,1,1q⊗1t,4,0.791052591,0.019947408,3
ILP,hybrid,,,1,1,1q⊗1t,5,0.83968012,0.034501364,3
ILP,hybrid,,,1,1,1q⊗1t,6,0.862392193,0.030541226,2
ILP,hybrid,,,1,1,1q⊗1t,7,0.889781148,0.02689748,2
ILP,hybrid,,,1,1,1q⊗1t,8,0.909735917,0.04528779,2
ILP,hybrid,,,1,1,1q⊗1t,9,0.920842912,0.050322721,2
ILP,hybrid,,,1,1,1q⊗1t,10,0.942682583,0.036360209,2
ILP,hybrid,,,1,1,1q⊗1t,11,0.964891923,0.038476216,2
ILP,hybrid,,,1,1,1q⊗1t,12,0.986591961,0.027012494,2
ILP,hybrid,,,1,1,1q⊗1t,13,1.00000001,5.51E-09,2
ILP,hybrid,,,1,2,1q⊗2t,1,0.407619004,0.019776229,17
ILP,hybrid,,,1,2,1q⊗2t,2,0.451976004,0.019420061,12
ILP,hybrid,,,1,2,1q⊗2t,3,0.482974877,0.01383596,12
ILP,hybrid,,,1,2,1q⊗2t,4,0.510387404,0.010074949,12
ILP,hybrid,,,1,2,1q⊗2t,5,0.535617606,0.018103087,12
ILP,hybrid,,,1,2,1q⊗2t,6,0.557533842,0.012825744,12
ILP,hybrid,,,1,2,1q⊗2t,7,0.578935933,0.017047876,12
ILP,hybrid,,,1,2,1q⊗2t,8,0.584516733,0.017119201,8
ILP,hybrid,,,1,2,1q⊗2t,9,0.593692081,0.018697914,8
ILP,hybrid,,,1,2,1q⊗2t,10,0.609915873,0.021569549,8
ILP,hybrid,,,1,2,1q⊗2t,11,0.613761079,0.020242845,8
ILP,hybrid,,,1,2,1q⊗2t,12,0.619272382,0.021599546,6
ILP,hybrid,,,1,2,1q⊗2t,13,0.62714256,0.020935675,6
ILP,hybrid,,,1,2,1q⊗2t,14,0.630619334,0.019095497,6
ILP,hybrid,,,1,2,1q⊗2t,15,0.638406681,0.019798663,6
ILP,hybrid,,,1,2,1q⊗2t,16,0.64709466,0.018181688,5
ILP,hybrid,,,1,2,1q⊗2t,17,0.656208146,0.019946106,5
ILP,hybrid,,,1,2,1q⊗2t,18,0.660569293,0.022842694,5
ILP,hybrid,,,1,2,1q⊗2t,19,0.671570933,0.024386183,5
ILP,hybrid,,,1,2,1q⊗2t,20,0.68570933,0.024386183,5
ILP,hybrid,,,1,2,1q⊗2t,21,0.695845272,0.022180532,5
ILP,hybrid,,,1,2,1q⊗2t,22,0.706594317,0.021329389,5
ILP,hybrid,,,1,2,1q⊗2t,23,0.713579323,0.02855316,5
ILP,hybrid,,,1,2,1q⊗2t,24,0.720703242,0.025678026,5
ILP,hybrid,,,1,2,1q⊗2t,25,0.737932011,0.026339643,5
ILP,hybrid,,,1,2,1q⊗2t,26,0.747963479,0.025843178,5
ILP,hybrid,,,1,2,1q⊗2t,27,0.753066003,0.020767833,5
ILP,hybrid,,,1,2,1q⊗2t,28,0.759943188,0.021404552,5
ILP,hybrid,,,1,2,1q⊗2t,29,0.768052548,0.021480677,4
ILP,hybrid,,,1,2,1q⊗2t,30,0.770839042,0.020174885,4
ILP,hybrid,,,1,2,1q⊗2t,31,0.783926795,0.02296225,4
ILP,hybrid,,,1,2,1q⊗2t,32,0.794152937,0.02350493,4
ILP,hybrid,,,1,2,1q⊗2t,33,0.807443373,0.02185538,4
ILP,hybrid,,,1,2,1q⊗2t,34,0.817504079,0.018211339,4
ILP,hybrid,,,1,2,1q⊗2t,35,0.827566132,0.019557919,4
ILP,hybrid,,,1,2,1q⊗2t,36,0.837651369,0.022102391,4
ILP,hybrid,,,1,2,1q⊗2t,37,0.847737256,0.022309289,4
ILP,hybrid,,,1,2,1q⊗2t,38,0.857819913,0.023082362,4
ILP,hybrid,,,1,2,1q⊗2t,39,0.867911658,0.025675346,4
ILP,hybrid,,,1,2,1q⊗2t,40,0.870997423,0.022010462,4
ILP,hybrid,,,1,2,1q⊗2t,41,0.882083997,0.020128705,4
ILP,hybrid,,,1,2,1q⊗2t,42,0.89311291,0.020288658,4
ILP,hybrid,,,1,2,1q⊗2t,43,0.904921885,0.026558713,4
ILP,hybrid,,,1,2,1q⊗2t,44,0.916217266,0.028758084,4
ILP,hybrid,,,1,2,1q⊗2t,45,0.927308652,0.027134861,4
ILP,hybrid,,,1,2,1q⊗2t,46,0.938419688,0.028210263,4
ILP,hybrid,,,1,2,1q⊗2t,47,0.940840783,0.026592935,4
ILP,hybrid,,,1,2,1q⊗2t,48,0.952840783,0.026592936,4
ILP,hybrid,,,1,2,1q⊗2t,49,0.96484973,0.02399793,4
ILP,hybrid,,,1,2,1q⊗2t,50,0.97484973,0.02399793,4
ILP,hybrid,,,1,2,1q⊗2t,51,0.979563297,0.025486754,2
ILP,hybrid,,,1,2,1q⊗2t,52,0.980658263,0.021757219,2
ILP,hybrid,,,1,2,1q⊗2t,53,0.985799255,0.015082807,2
ILP,hybrid,,,1,2,1q⊗2t,54,0.987491155,0.013228245,2
ILP,hybrid,,,1,2,1q⊗2t,55,0.989958376,0.010315544,1
ILP,hybrid,,,1,2,1q⊗2t,56,0.990936531,0.014589461,1
ILP,hybrid,,,1,2,1q⊗2t,57,0.99840114,0.014589458,1
ILP,hybrid,,,2,1,2q⊗1t,1,0.50829991,0.03869273,11
ILP,hybrid,,,2,1,2q⊗1t,2,0.566354534,0.039960324,10
ILP,hybrid,,,2,1,2q⊗1t,3,0.602147804,0.041745022,10
ILP,hybrid,,,2,1,2q⊗1t,4,0.639632676,0.039747038,10
ILP,hybrid,,,2,1,2q⊗1t,5,0.681648511,0.030666856,8
ILP,hybrid,,,2,1,2q⊗1t,6,0.7096225,0.034465035,8
ILP,hybrid,,,2,1,2q⊗1t,7,0.731608727,0.026008152,8
ILP,hybrid,,,2,1,2q⊗1t,8,0.754188618,0.021561949,6
ILP,hybrid,,,2,1,2q⊗1t,9,0.775333597,0.025459321,6
ILP,hybrid,,,2,1,2q⊗1t,10,0.807735687,0.019695084,5
ILP,hybrid,,,2,1,2q⊗1t,11,0.819771133,0.021161884,5
ILP,hybrid,,,2,1,2q⊗1t,12,0.837846121,0.017990051,5
ILP,hybrid,,,2,1,2q⊗1t,13,0.857975568,0.010714841,5
ILP,hybrid,,,2,1,2q⊗1t,14,0.879050843,0.009733671,4
ILP,hybrid,,,2,1,2q⊗1t,15,0.908115343,0.008174841,4
ILP,hybrid,,,2,1,2q⊗1t,16,0.915825131,0.008591736,4
ILP,hybrid,,,2,1,2q⊗1t,17,0.928383476,0.012383235,4
ILP,hybrid,,,2,1,2q⊗1t,18,0.948485987,0.017146932,4
ILP,hybrid,,,2,1,2q⊗1t,19,0.958605224,0.026556373,3
ILP,hybrid,,,2,1,2q⊗1t,20,0.968348044,0.024002468,3
ILP,hybrid,,,2,1,2q⊗1t,21,0.971372504,0.017798485,3
ILP,hybrid,,,2,1,2q⊗1t,22,0.980839123,0.013994335,2
ILP,hybrid,,,2,1,2q⊗1t,23,0.985783912,0.013994333,2
ILP,hybrid,,,2,1,2q⊗1t,24,0.990783912,0.013994332,1
ILP,hybrid,,,2,1,2q⊗1t,25,0.997839123,0.013994338,1
