method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
DSATUR,qubit,2,2,2,0,,1,0.758212126,0.046349505,3
DSATUR,qubit,2,2,2,0,,2,0.794984441,0.059521825,3
DSATUR,qubit,2,2,2,0,,3,0.876575504,0.053640772,3
DSATUR,qubit,2,2,2,0,,4,0.943951759,0.029165099,3
DSATUR,qubit,2,2,2,0,,5,1.000000005,2.37E-09,3
DSATUR,qubit,2,3,3,0,,1,0.585518795,0.046382853,7
DSATUR,qubit,2,3,3,0,,2,0.642244605,0.0347159,7
DSATUR,qubit,2,3,3,0,,3,0.69609063,0.025631879,7
DSATUR,qubit,2,3,3,0,,4,0.736928201,0.052237014,6
DSATUR,qubit,2,3,3,0,,5,0.798158045,0.052731644,6
DSATUR,qubit,2,3,3,0,,6,0.859580453,0.056244042,6
DSATUR,qubit,2,3,3,0,,7,0.891511921,0.047068358,6
DSATUR,qubit,2,3,3,0,,8,0.946912657,0.041124592,4
DSATUR,qubit,2,3,3,0,,9,0.984722057,0.027428866,4
DSATUR,qubit,2,3,3,0,,10,0.999839503,0.032118382,3
DSATUR,qubit,2,4,4,0,,1,0.446821591,0.025718314,15
DSATUR,qubit,2,4,4,0,,2,0.494265652,0.017395269,15
DSATUR,qubit,2,4,4,0,,3,0.532139087,0.024654831,14
DSATUR,qubit,2,4,4,0,,4,0.557689541,0.030843143,14
DSATUR,qubit,2,4,4,0,,5,0.587269165,0.027126037,13
DSATUR,qubit,2,4,4,0,,6,0.615149321,0.025776652,13
DSATUR,qubit,2,4,4,0,,7,0.634434123,0.022796516,13
DSATUR,qubit,2,4,4,0,,8,0.654900734,0.019964494,12
DSATUR,qubit,2,4,4,0,,9,0.676740424,0.023145324,11
DSATUR,qubit,2,4,4,0,,10,0.698317239,0.026982307,11
DSATUR,qubit,2,4,4,0,,11,0.715693259,0.025682438,10
DSATUR,qubit,2,4,4,0,,12,0.729304968,0.027651763,10
DSATUR,qubit,2,4,4,0,,13,0.75250141,0.026663598,10
DSATUR,qubit,2,4,4,0,,14,0.77001045,0.023497007,10
DSATUR,qubit,2,4,4,0,,15,0.789907993,0.024488971,9
DSATUR,qubit,2,4,4,0,,16,0.803091828,0.027747985,9
DSATUR,qubit,2,4,4,0,,17,0.822080953,0.02626355,9
DSATUR,qubit,2,4,4,0,,18,0.839348592,0.029102208,8
DSATUR,qubit,2,4,4,0,,19,0.862981599,0.022975138,7
DSATUR,qubit,2,4,4,0,,20,0.883941143,0.023700754,7
DSATUR,qubit,2,4,4,0,,21,0.911189121,0.019522446,6
DSATUR,qubit,2,4,4,0,,22,0.930461167,0.023717672,6
DSATUR,qubit,2,4,4,0,,23,0.942461165,0.02371767,5
DSATUR,qubit,2,4,4,0,,24,0.958195456,0.019787824,4
DSATUR,qubit,2,4,4,0,,25,0.969963829,0.023646502,4
DSATUR,qubit,2,4,4,0,,26,0.979963831,0.023646502,3
DSATUR,qubit,2,4,4,0,,27,0.986963827,0.023646502,3
DSATUR,qubit,2,4,4,0,,28,0.993828898,0.023646504,2
DSATUR,qubit,2,4,4,0,,29,1.000000031,2.87E-09,2
DSATUR,qubit,2,5,5,0,,1,0.313751864,0.012616681,31
DSATUR,qubit,2,5,5,0,,2,0.348938937,0.013579905,31
DSATUR,qubit,2,5,5,0,,3,0.383583044,0.012114671,30
DSATUR,qubit,2,5,5,0,,4,0.406465138,0.010984907,29
DSATUR,qubit,2,5,5,0,,5,0.423175529,0.011619168,28
DSATUR,qubit,2,5,5,0,,6,0.43634618,0.009017162,28
DSATUR,qubit,2,5,5,0,,7,0.454328317,0.013959244,27
DSATUR,qubit,2,5,5,0,,8,0.468830066,0.011705625,26
DSATUR,qubit,2,5,5,0,,9,0.483213711,0.014086731,25
DSATUR,qubit,2,5,5,0,,10,0.496578309,0.011773715,25
DSATUR,qubit,2,5,5,0,,11,0.506996423,0.011428628,25
DSATUR,qubit,2,5,5,0,,12,0.521110213,0.010861899,25
DSATUR,qubit,2,5,5,0,,13,0.543565626,0.010927531,24
DSATUR,qubit,2,5,5,0,,14,0.5529211,0.010778682,23
DSATUR,qubit,2,5,5,0,,15,0.567927673,0.009232596,23
DSATUR,qubit,2,5,5,0,,16,0.570403491,0.010739223,23
DSATUR,qubit,2,5,5,0,,17,0.586201975,0.011233763,22
DSATUR,qubit,2,5,5,0,,18,0.596397721,0.010198311,21
DSATUR,qubit,2,5,5,0,,19,0.604699957,0.010032706,21
DSATUR,qubit,2,5,5,0,,20,0.615302964,0.011439658,20
DSATUR,qubit,2,5,5,0,,21,0.626273785,0.010911481,20
DSATUR,qubit,2,5,5,0,,22,0.631588373,0.009991342,19
DSATUR,qubit,2,5,5,0,,23,0.642929166,0.009947565,18
DSATUR,qubit,2,5,5,0,,24,0.65881214,0.009825671,17
DSATUR,qubit,2,5,5,0,,25,0.66432189,0.00932257,17
DSATUR,qubit,2,5,5,0,,26,0.674991231,0.008020109,16
DSATUR,qubit,2,5,5,0,,27,0.685553011,0.007169077,16
DSATUR,qubit,2,5,5,0,,28,0.6996272,0.007451285,16
DSATUR,qubit,2,5,5,0,,29,0.710961851,0.008713031,16
DSATUR,qubit,2,5,5,0,,30,0.721924947,0.011955837,16
DSATUR,qubit,2,5,5,0,,31,0.736881195,0.013267522,15
DSATUR,qubit,2,5,5,0,,32,0.746969677,0.013566792,14
DSATUR,qubit,2,5,5,0,,33,0.75842685,0.014650193,14
DSATUR,qubit,2,5,5,0,,34,0.761415496,0.015554153,13
DSATUR,qubit,2,5,5,0,,35,0.77233816,0.014831183,13
DSATUR,qubit,2,5,5,0,,36,0.789311169,0.014943909,13
DSATUR,qubit,2,5,5,0,,37,0.804461988,0.014369811,13
DSATUR,qubit,2,5,5,0,,38,0.813155819,0.014291763,13
DSATUR,qubit,2,5,5,0,,39,0.823277094,0.011447248,13
DSATUR,qubit,2,5,5,0,,40,0.834787661,0.010479002,12
DSATUR,qubit,2,5,5,0,,41,0.845493255,0.008112066,12
DSATUR,qubit,2,5,5,0,,42,0.85933531,0.00670368,12
DSATUR,qubit,2,5,5,0,,43,0.861223721,0.008590211,12
DSATUR,qubit,2,5,5,0,,44,0.872983097,0.009656389,11
DSATUR,qubit,2,5,5,0,,45,0.884073522,0.012342762,10
DSATUR,qubit,2,5,5,0,,46,0.899541555,0.010887798,10
DSATUR,qubit,2,5,5,0,,47,0.914867684,0.011094751,10
DSATUR,qubit,2,5,5,0,,48,0.92361575,0.012803976,10
DSATUR,qubit,2,5,5,0,,49,0.9397034,0.007511884,10
DSATUR,qubit,2,5,5,0,,50,0.95870113,0.01217677,9
DSATUR,qubit,2,5,5,0,,51,0.96752746,0.014927302,9
DSATUR,qubit,2,5,5,0,,52,0.97527465,0.0149273,9
DSATUR,qubit,2,5,5,0,,53,0.982752746,0.014927302,8
DSATUR,qubit,2,5,5,0,,54,0.98746473,3.04E-09,8
DSATUR,qubit,2,5,5,0,,55,0.995664432,3.57E-09,8
DSATUR,qubit,2,5,5,0,,56,0.998664432,4.13E-09,6
DSATUR,qubit,2,5,5,0,,57,0.999188344,5.36E-09,6
DSATUR,qubit,2,5,5,0,,58,0.999571808,3.70E-09,6
DSATUR,qubit,2,5,5,0,,59,1.000000056,3.30E-09,3
DSATUR,qubit,2,5,5,0,,60,1.000000058,4.16E-09,3
DSATUR,qubit,2,5,5,0,,61,1.000000057,4.59E-09,3
DSATUR,qutrit,3,2,0,2,,1,0.570292305,0.027082749,5
DSATUR,qutrit,3,2,0,2,,2,0.60543684,0.024457558,4
DSATUR,qutrit,3,2,0,2,,3,0.633797578,0.020466077,4
DSATUR,qutrit,3,2,0,2,,4,0.660451034,0.030790499,4
DSATUR,qutrit,3,2,0,2,,5,0.692604248,0.030336903,4
DSATUR,qutrit,3,2,0,2,,6,0.712468796,0.034452145,4
DSATUR,qutrit,3,2,0,2,,7,0.723924764,0.040036435,3
DSATUR,qutrit,3,2,0,2,,8,0.745291707,0.043703485,3
DSATUR,qutrit,3,2,0,2,,9,0.767332793,0.046056902,3
DSATUR,qutrit,3,2,0,2,,10,0.786945554,0.042354237,3
DSATUR,qutrit,3,2,0,2,,11,0.801768549,0.047234719,3
DSATUR,qutrit,3,2,0,2,,12,0.823777607,0.048900109,3
DSATUR,qutrit,3,2,0,2,,13,0.845784607,0.04813187,3
DSATUR,qutrit,3,2,0,2,,14,0.867977226,0.044150088,3
DSATUR,qutrit,3,2,0,2,,15,0.889027823,0.040025994,3
DSATUR,qutrit,3,2,0,2,,16,0.906205832,0.037864097,2
DSATUR,qutrit,3,2,0,2,,17,0.917207244,0.043031173,2
DSATUR,qutrit,3,2,0,2,,18,0.920015458,0.043238322,2
DSATUR,qutrit,3,2,0,2,,19,0.932500888,0.03787903,2
DSATUR,qutrit,3,2,0,2,,20,0.943137378,0.04216036,2
DSATUR,qutrit,3,2,0,2,,21,0.954419294,0.043552549,2
DSATUR,qutrit,3,2,0,2,,22,0.962752346,0.044708279,2
DSATUR,qutrit,3,2,0,2,,23,0.975349567,0.037241583,2
DSATUR,qutrit,3,2,0,2,,24,0.992763231,0.019778691,2
DSATUR,qutrit,3,2,0,2,,25,0.991027713,0.021484061,2
DSATUR,qutrit,3,2,0,2,,26,0.992118245,0.022128085,2
DSATUR,qutrit,3,2,0,2,,27,0.992832471,0.014319474,2
DSATUR,qutrit,3,2,0,2,,28,0.994992289,0.020244223,2
DSATUR,qutrit,3,2,0,2,,29,1.000000018,2.69E-09,2
DSATUR,qutrit,3,3,0,3,,1,0.33413109,0.012835927,11
DSATUR,qutrit,3,3,0,3,,2,0.383005177,0.022028775,11
DSATUR,qutrit,3,3,0,3,,3,0.409357409,0.024020046,10
DSATUR,qutrit,3,3,0,3,,4,0.424493157,0.022084951,10
DSATUR,qutrit,3,3,0,3,,5,0.436891977,0.024069245,9
DSATUR,qutrit,3,3,0,3,,6,0.447845023,0.020190863,9
DSATUR,qutrit,3,3,0,3,,7,0.464316276,0.021407405,9
DSATUR,qutrit,3,3,0,3,,8,0.474872368,0.017726103,8
DSATUR,qutrit,3,3,0,3,,9,0.482728665,0.017225614,8
DSATUR,qutrit,3,3,0,3,,10,0.494506758,0.018901989,8
DSATUR,qutrit,3,3,0,3,,11,0.506164613,0.017594729,8
DSATUR,qutrit,3,3,0,3,,12,0.514159441,0.019896664,8
DSATUR,qutrit,3,3,0,3,,13,0.516810082,0.019165836,8
DSATUR,qutrit,3,3,0,3,,14,0.521988831,0.019037838,8
DSATUR,qutrit,3,3,0,3,,15,0.526870326,0.01487861,8
DSATUR,qutrit,3,3,0,3,,16,0.529578053,0.01472121,7
DSATUR,qutrit,3,3,0,3,,17,0.535808012,0.016703721,7
DSATUR,qutrit,3,3,0,3,,18,0.539732874,0.013869057,7
DSATUR,qutrit,3,3,0,3,,19,0.547147125,0.012900821,7
DSATUR,qutrit,3,3,0,3,,20,0.551217672,0.011567367,7
DSATUR,qutrit,3,3,0,3,,21,0.561186096,0.014792599,7
DSATUR,qutrit,3,3,0,3,,22,0.568831182,0.012699294,7
DSATUR,qutrit,3,3,0,3,,23,0.576471001,0.014759531,7
DSATUR,qutrit,3,3,0,3,,24,0.583557729,0.016894238,7
DSATUR,qutrit,3,3,0,3,,25,0.587076254,0.016229089,7
DSATUR,qutrit,3,3,0,3,,26,0.589622982,0.015072549,7
DSATUR,qutrit,3,3,0,3,,27,0.594560052,0.014250544,7
DSATUR,qutrit,3,3,0,3,,28,0.598094188,0.015223542,7
DSATUR,qutrit,3,3,0,3,,29,0.602465759,0.012550258,6
DSATUR,qutrit,3,3,0,3,,30,0.604652931,0.011822068,6
DSATUR,qutrit,3,3,0,3,,31,0.612199252,0.013713866,6
DSATUR,qutrit,3,3,0,3,,32,0.621535742,0.008367328,6
DSATUR,qutrit,3,3,0,3,,33,0.624985352,0.007454771,6
DSATUR,qutrit,3,3,0,3,,34,0.627760873,0.007116443,6
DSATUR,qutrit,3,3,0,3,,35,0.630453014,0.007376793,6
DSATUR,qutrit,3,3,0,3,,36,0.632949714,0.009404456,6
DSATUR,qutrit,3,3,0,3,,37,0.635442727,0.009482643,6
DSATUR,qutrit,3,3,0,3,,38,0.64169461,0.009421824,6
DSATUR,qutrit,3,3,0,3,,39,0.642843934,0.008531318,6
DSATUR,qutrit,3,3,0,3,,40,0.64492307,0.009186085,6
DSATUR,qutrit,3,3,0,3,,41,0.647169462,0.010790852,6
DSATUR,qutrit,3,3,0,3,,42,0.650310474,0.008970036,6
DSATUR,qutrit,3,3,0,3,,43,0.653178692,0.008318276,6
DSATUR,qutrit,3,3,0,3,,44,0.654178693,0.008318274,6
DSATUR,qutrit,3,3,0,3,,45,0.655900154,0.007192571,6
DSATUR,qutrit,3,3,0,3,,46,0.658801999,0.007542521,6
DSATUR,qutrit,3,3,0,3,,47,0.662211382,0.007205042,6
DSATUR,qutrit,3,3,0,3,,48,0.665600501,0.005682131,6
DSATUR,qutrit,3,3,0,3,,49,0.66808932,0.005688283,6
DSATUR,qutrit,3,3,0,3,,50,0.672569249,0.006860877,6
DSATUR,qutrit,3,3,0,3,,51,0.675105382,0.006783973,6
DSATUR,qutrit,3,3,0,3,,52,0.677879882,0.007470885,6
DSATUR,qutrit,3,3,0,3,,53,0.680277967,0.005559267,6
DSATUR,qutrit,3,3,0,3,,54,0.686847305,0.005148114,6
DSATUR,qutrit,3,3,0,3,,55,0.690813364,0.005629118,6
DSATUR,qutrit,3,3,0,3,,56,0.696056853,0.006694294,6
DSATUR,qutrit,3,3,0,3,,57,0.698959109,0.006063511,6
DSATUR,qutrit,3,3,0,3,,58,0.704863472,0.007998892,6
DSATUR,qutrit,3,3,0,3,,59,0.713848529,0.008033923,6
DSATUR,qutrit,3,3,0,3,,60,0.716424965,0.007634135,6
DSATUR,qutrit,3,3,0,3,,61,0.719691002,0.010925888,6
DSATUR,qutrit,3,3,0,3,,62,0.725118785,0.012819877,6
DSATUR,qutrit,3,3,0,3,,63,0.727063697,0.012369554,6
DSATUR,qutrit,3,3,0,3,,64,0.729926492,0.01283624,6
DSATUR,qutrit,3,3,0,3,,65,0.732496142,0.012244744,6
DSATUR,qutrit,3,3,0,3,,66,0.733917637,0.012710512,6
DSATUR,qutrit,3,3,0,3,,67,0.73791762,0.012710542,6
DSATUR,qutrit,3,3,0,3,,68,0.742697067,0.014428185,5
DSATUR,qutrit,3,3,0,3,,69,0.748889396,0.015756737,5
DSATUR,qutrit,3,3,0,3,,70,0.754659633,0.016281684,5
DSATUR,qutrit,3,3,0,3,,71,0.758604182,0.017082369,5
DSATUR,qutrit,3,3,0,3,,72,0.760267172,0.02301894,5
DSATUR,qutrit,3,3,0,3,,73,0.763695712,0.022603133,5
DSATUR,qutrit,3,3,0,3,,74,0.768066365,0.023569486,5
DSATUR,qutrit,3,3,0,3,,75,0.77229585,0.023513835,5
DSATUR,qutrit,3,3,0,3,,76,0.778295847,0.023513836,5
DSATUR,qutrit,3,3,0,3,,77,0.78295847,0.023513837,5
DSATUR,qutrit,3,3,0,3,,78,0.788295849,0.023513838,5
DSATUR,qutrit,3,3,0,3,,79,0.792782958,0.023513836,5
DSATUR,qutrit,3,3,0,3,,80,0.798314118,0.024547375,5
DSATUR,qutrit,3,3,0,3,,81,0.80278627,0.024460578,5
DSATUR,qutrit,3,3,0,3,,82,0.809787042,0.024773216,5
DSATUR,qutrit,3,3,0,3,,83,0.814787042,0.024773217,5
DSATUR,qutrit,3,3,0,3,,84,0.817789129,0.025525343,4
DSATUR,qutrit,3,3,0,3,,85,0.821791713,0.022069777,4
DSATUR,qutrit,3,3,0,3,,86,0.826794964,0.022126007,4
DSATUR,qutrit,3,3,0,3,,87,0.832797676,0.021176357,4
DSATUR,qutrit,3,3,0,3,,88,0.838004599,0.020796807,4
DSATUR,qutrit,3,3,0,3,,89,0.843019894,0.020145523,4
DSATUR,qutrit,3,3,0,3,,90,0.847058314,0.018575972,4
DSATUR,qutrit,3,3,0,3,,91,0.850934179,0.01902445,4
DSATUR,qutrit,3,3,0,3,,92,0.855138919,0.017737936,4
DSATUR,qutrit,3,3,0,3,,93,0.860159708,0.019021805,4
DSATUR,qutrit,3,3,0,3,,94,0.866920306,0.016395346,4
DSATUR,qutrit,3,3,0,3,,95,0.872088299,0.016499738,4
DSATUR,qutrit,3,3,0,3,,96,0.882961222,0.021647925,4
DSATUR,qutrit,3,3,0,3,,97,0.887309407,0.021873782,4
DSATUR,qutrit,3,3,0,3,,98,0.891369,0.025270374,4
DSATUR,qutrit,3,3,0,3,,99,0.894411723,0.027254728,4
DSATUR,qutrit,3,3,0,3,,100,0.901845715,0.02833144,4
DSATUR,qutrit,3,3,0,3,,101,0.906457145,0.028331442,4
DSATUR,qutrit,3,3,0,3,,102,0.910490917,0.031326265,4
DSATUR,qutrit,3,3,0,3,,103,0.915855039,0.030212544,4
DSATUR,qutrit,3,3,0,3,,104,0.919857738,0.029856038,4
DSATUR,qutrit,3,3,0,3,,105,0.924862784,0.029517395,4
DSATUR,qutrit,3,3,0,3,,106,0.928868889,0.030192326,4
DSATUR,qutrit,3,3,0,3,,107,0.933721733,0.026384657,4
DSATUR,qutrit,3,3,0,3,,108,0.937761548,0.024960789,4
DSATUR,qutrit,3,3,0,3,,109,0.943840793,0.025481014,4
DSATUR,qutrit,3,3,0,3,,110,0.948838074,0.024218807,4
DSATUR,qutrit,3,3,0,3,,111,0.953959698,0.025291679,4
DSATUR,qutrit,3,3,0,3,,112,0.957120291,0.026859652,4
DSATUR,qutrit,3,3,0,3,,113,0.96027818,0.022111753,4
DSATUR,qutrit,3,3,0,3,,114,0.965342121,0.016735278,4
DSATUR,qutrit,3,3,0,3,,115,0.969458616,0.0141189,4
DSATUR,qutrit,3,3,0,3,,116,0.974564599,0.011282454,4
DSATUR,qutrit,3,3,0,3,,117,0.978659754,0.01106908,4
DSATUR,qutrit,3,3,0,3,,118,0.983704965,0.006637673,4
DSATUR,qutrit,3,3,0,3,,119,0.987217472,0.008387804,4
DSATUR,qutrit,3,3,0,3,,120,0.991240319,0.008554599,4
DSATUR,qutrit,3,3,0,3,,121,0.99240324,0.008554597,4
DSATUR,qutrit,3,3,0,3,,122,0.995240319,0.008554596,4
DSATUR,qutrit,3,3,0,3,,123,0.997240322,0.008554596,4
DSATUR,qutrit,3,3,0,3,,124,0.99824032,0.0085546,4
DSATUR,qutrit,3,3,0,3,,125,0.999124032,0.0085546,3
DSATUR,qutrit,3,3,0,3,,126,1.000000048,2.44E-09,3
DSATUR,qutrit,3,3,0,3,,127,1.00000005,2.44E-09,2
DSATUR,qutrit,3,3,0,3,,128,1.000000049,2.51E-09,2
DSATUR,hybrid,,,1,1,1q⊗1t,1,0.651611715,0.02271143,5
DSATUR,hybrid,,,1,1,1q⊗1t,2,0.71567634,0.023121731,4
DSATUR,hybrid,,,1,1,1q⊗1t,3,0.768166373,0.030142722,4
DSATUR,hybrid,,,1,1,1q⊗1t,4,0.784914697,0.022534644,3
DSATUR,hybrid,,,1,1,1q⊗1t,5,0.823338828,0.049856528,3
DSATUR,hybrid,,,1,1,1q⊗1t,6,0.845906005,0.060723856,2
DSATUR,hybrid,,,1,1,1q⊗1t,7,0.878727517,0.056932925,2
DSATUR,hybrid,,,1,1,1q⊗1t,8,0.911661783,0.031550975,2
DSATUR,hybrid,,,1,1,1q⊗1t,9,0.92199431,0.029897671,2
DSATUR,hybrid,,,1,1,1q⊗1t,10,0.945390984,0.019230344,2
DSATUR,hybrid,,,1,1,1q⊗1t,11,0.967551608,0.022249122,2
DSATUR,hybrid,,,1,1,1q⊗1t,12,0.987800186,0.016881014,2
DSATUR,hybrid,,,1,1,1q⊗1t,13,1.000000011,5.23E-09,2
DSATUR,hybrid,,,1,2,1q⊗2t,1,0.420067244,0.021360697,12
DSATUR,hybrid,,,1,2,1q⊗2t,2,0.465436741,0.037087784,9
DSATUR,hybrid,,,1,2,1q⊗2t,3,0.502545612,0.040820134,9
DSATUR,hybrid,,,1,2,1q⊗2t,4,0.52172912,0.03423417,8
DSATUR,hybrid,,,1,2,1q⊗2t,5,0.535919133,0.033706908,8
DSATUR,hybrid,,,1,2,1q⊗2t,6,0.540462143,0.032654583,8
DSATUR,hybrid,,,1,2,1q⊗2t,7,0.550911967,0.034475773,8
DSATUR,hybrid,,,1,2,1q⊗2t,8,0.56955828,0.034070037,7
DSATUR,hybrid,,,1,2,1q⊗2t,9,0.578659051,0.032857593,6
DSATUR,hybrid,,,1,2,1q⊗2t,10,0.586617266,0.032799997,6
DSATUR,hybrid,,,1,2,1q⊗2t,11,0.594458413,0.03571488,6
DSATUR,hybrid,,,1,2,1q⊗2t,12,0.60611261,0.036210542,6
DSATUR,hybrid,,,1,2,1q⊗2t,13,0.621536516,0.026034552,6
DSATUR,hybrid,,,1,2,1q⊗2t,14,0.625460017,0.024929284,6
DSATUR,hybrid,,,1,2,1q⊗2t,15,0.635670816,0.028834292,6
DSATUR,hybrid,,,1,2,1q⊗2t,16,0.643924806,0.025100592,6
DSATUR,hybrid,,,1,2,1q⊗2t,17,0.656964839,0.025344967,6
DSATUR,hybrid,,,1,2,1q⊗2t,18,0.667008245,0.025992388,5
DSATUR,hybrid,,,1,2,1q⊗2t,19,0.676719225,0.025205268,5
DSATUR,hybrid,,,1,2,1q⊗2t,20,0.693446229,0.022738953,5
DSATUR,hybrid,,,1,2,1q⊗2t,21,0.705831366,0.033076374,5
DSATUR,hybrid,,,1,2,1q⊗2t,22,0.711138193,0.031571977,5
DSATUR,hybrid,,,1,2,1q⊗2t,23,0.723497062,0.025145172,5
DSATUR,hybrid,,,1,2,1q⊗2t,24,0.730491541,0.024321624,5
DSATUR,hybrid,,,1,2,1q⊗2t,25,0.731875418,0.023304337,5
DSATUR,hybrid,,,1,2,1q⊗2t,26,0.735036834,0.022133017,5
DSATUR,hybrid,,,1,2,1q⊗2t,27,0.736235585,0.023340846,5
DSATUR,hybrid,,,1,2,1q⊗2t,28,0.74049308,0.024157501,4
DSATUR,hybrid,,,1,2,1q⊗2t,29,0.74626994,0.020463702,4
DSATUR,hybrid,,,1,2,1q⊗2t,30,0.758162398,0.018573729,4
DSATUR,hybrid,,,1,2,1q⊗2t,31,0.761347818,0.017705249,4
DSATUR,hybrid,,,1,2,1q⊗2t,32,0.768887591,0.019298364,4
DSATUR,hybrid,,,1,2,1q⊗2t,33,0.774779122,0.02231056,4
DSATUR,hybrid,,,1,2,1q⊗2t,34,0.781765771,0.022060073,4
DSATUR,hybrid,,,1,2,1q⊗2t,35,0.788414975,0.01946873,4
DSATUR,hybrid,,,1,2,1q⊗2t,36,0.811421952,0.023700868,4
DSATUR,hybrid,,,1,2,1q⊗2t,37,0.815003516,0.022799966,4
DSATUR,hybrid,,,1,2,1q⊗2t,38,0.823889408,0.024506704,4
DSATUR,hybrid,,,1,2,1q⊗2t,39,0.825327104,0.025423664,4
DSATUR,hybrid,,,1,2,1q⊗2t,40,0.83423088,0.021422861,4
DSATUR,hybrid,,,1,2,1q⊗2t,41,0.84358116,0.022121968,4
DSATUR,hybrid,,,1,2,1q⊗2t,42,0.847591947,0.023915323,4
DSATUR,hybrid,,,1,2,1q⊗2t,43,0.854411862,0.024809596,4
DSATUR,hybrid,,,1,2,1q⊗2t,44,0.857345976,0.026285981,4
DSATUR,hybrid,,,1,2,1q⊗2t,45,0.879243601,0.024484534,4
DSATUR,hybrid,,,1,2,1q⊗2t,46,0.885438629,0.029658455,4
DSATUR,hybrid,,,1,2,1q⊗2t,47,0.903187651,0.021073215,4
DSATUR,hybrid,,,1,2,1q⊗2t,48,0.910934001,0.020143838,4
DSATUR,hybrid,,,1,2,1q⊗2t,49,0.927838344,0.022280116,4
DSATUR,hybrid,,,1,2,1q⊗2t,50,0.937781625,0.015101699,4
DSATUR,hybrid,,,1,2,1q⊗2t,51,0.943778163,0.015101699,4
DSATUR,hybrid,,,1,2,1q⊗2t,52,0.949377816,0.015101695,4
DSATUR,hybrid,,,1,2,1q⊗2t,53,0.953778163,0.015101695,4
DSATUR,hybrid,,,1,2,1q⊗2t,54,0.958377816,0.015101695,4
DSATUR,hybrid,,,1,2,1q⊗2t,55,0.964291492,0.010050594,4
DSATUR,hybrid,,,1,2,1q⊗2t,56,0.975266895,0.011568639,4
DSATUR,hybrid,,,1,2,1q⊗2t,57,0.985266895,0.011568637,4
DSATUR,hybrid,,,1,2,1q⊗2t,58,0.996813813,0.011316296,3
DSATUR,hybrid,,,1,2,1q⊗2t,59,0.997616522,0.015173295,3
DSATUR,hybrid,,,1,2,1q⊗2t,60,0.998465977,0.016706299,3
DSATUR,hybrid,,,1,2,1q⊗2t,61,1.000000033,3.35E-09,3
DSATUR,hybrid,,,1,2,1q⊗2t,62,1.000000035,4.55E-09,3
DSATUR,hybrid,,,1,2,1q⊗2t,63,1.000000035,4.10E-09,3
DSATUR,hybrid,,,1,2,1q⊗2t,64,1.000000035,3.94E-09,3
DSATUR,hybrid,,,1,2,1q⊗2t,65,1.000000035,3.52E-09,3
DSATUR,hybrid,,,1,2,1q⊗2t,66,1.000000035,4.16E-09,3
DSATUR,hybrid,,,1,2,1q⊗2t,67,1.000000035,3.59E-09,2
DSATUR,hybrid,,,1,2,1q⊗2t,68,1.000000034,3.75E-09,1
DSATUR,hybrid,,,2,1,2q⊗1t,1,0.489703202,0.026654825,10
DSATUR,hybrid,,,2,1,2q⊗1t,2,0.536907133,0.033221328,9
DSATUR,hybrid,,,2,1,2q⊗1t,3,0.581366371,0.040897151,8
DSATUR,hybrid,,,2,1,2q⊗1t,4,0.625527561,0.029032869,8
DSATUR,hybrid,,,2,1,2q⊗1t,5,0.658832943,0.027420086,8
DSATUR,hybrid,,,2,1,2q⊗1t,6,0.676784511,0.03109627,7
DSATUR,hybrid,,,2,1,2q⊗1t,7,0.712467724,0.027851917,7
DSATUR,hybrid,,,2,1,2q⊗1t,8,0.730913659,0.028848165,6
DSATUR,hybrid,,,2,1,2q⊗1t,9,0.744479316,0.027568593,6
DSATUR,hybrid,,,2,1,2q⊗1t,10,0.759042515,0.027905004,5
DSATUR,hybrid,,,2,1,2q⊗1t,11,0.765676124,0.030848994,5
DSATUR,hybrid,,,2,1,2q⊗1t,12,0.775580697,0.036943908,5
DSATUR,hybrid,,,2,1,2q⊗1t,13,0.788494944,0.05007882,5
DSATUR,hybrid,,,2,1,2q⊗1t,14,0.794208886,0.046489218,4
DSATUR,hybrid,,,2,1,2q⊗1t,15,0.812672597,0.037087142,4
DSATUR,hybrid,,,2,1,2q⊗1t,16,0.824837595,0.030557646,4
DSATUR,hybrid,,,2,1,2q⊗1t,17,0.832628514,0.030961647,4
DSATUR,hybrid,,,2,1,2q⊗1t,18,0.850025315,0.025914455,4
DSATUR,hybrid,,,2,1,2q⊗1t,19,0.873167476,0.028718494,4
DSATUR,hybrid,,,2,1,2q⊗1t,20,0.887897514,0.0285172,4
DSATUR,hybrid,,,2,1,2q⊗1t,21,0.916782081,0.028876885,4
DSATUR,hybrid,,,2,1,2q⊗1t,22,0.935154846,0.028666764,4
DSATUR,hybrid,,,2,1,2q⊗1t,23,0.945478648,0.02935757,3
DSATUR,hybrid,,,2,1,2q⊗1t,24,0.97674816,0.036800179,3
DSATUR,hybrid,,,2,1,2q⊗1t,25,0.98674816,0.036800177,3
DSATUR,hybrid,,,2,1,2q⊗1t,26,0.990674816,0.036800177,3
DSATUR,hybrid,,,2,1,2q⊗1t,27,0.99674816,0.036800178,3
DSATUR,hybrid,,,2,1,2q⊗1t,28,1.000000022,6.02E-09,3
SC,qubit,2,2,2,0,,1,0.746656213,0.022197118,3
SC,qubit,2,2,2,0,,2,0.791948189,0.046700028,2
SC,qubit,2,2,2,0,,3,0.834195276,0.069275222,2
SC,qubit,2,2,2,0,,4,0.873826517,0.058492897,2
